id,ime,adresa,telefonski_broj,četvrt,radno_vrijeme,geo_širina,geo_širina,geo_dužina,kanta_id,prima
6,RD SESVETE,Jelkovečka bb,0993118457,Sesvete,pon-sub 6:30-20.00,45.820402025029345,16.11480686789116,33,papir
6,RD SESVETE,Jelkovečka bb,0993118457,Sesvete,pon-sub 6:30-20.00,45.820402025029345,16.11480686789116,34,papir
6,RD SESVETE,Jelkovečka bb,0993118457,Sesvete,pon-sub 6:30-20.00,45.820402025029345,16.11480686789116,35,plastika
6,RD SESVETE,Jelkovečka bb,0993118457,Sesvete,pon-sub 6:30-20.00,45.820402025029345,16.11480686789116,36,ravno staklo
6,RD SESVETE,Jelkovečka bb,0993118457,Sesvete,pon-sub 6:30-20.00,45.820402025029345,16.11480686789116,37,PET - boce
7,RD PRILESJE,Prilesje 1c,0998022158,Maksimir,pon-sub 6:30-20.00,45.824554759035045,16.013712640789787,38,ravno staklo
7,RD PRILESJE,Prilesje 1c,0998022158,Maksimir,pon-sub 6:30-20.00,45.824554759035045,16.013712640789787,39,ravno staklo
7,RD PRILESJE,Prilesje 1c,0998022158,Maksimir,pon-sub 6:30-20.00,45.824554759035045,16.013712640789787,40,drveni otpad
7,RD PRILESJE,Prilesje 1c,0998022158,Maksimir,pon-sub 6:30-20.00,45.824554759035045,16.013712640789787,41,akumulatore
7,RD PRILESJE,Prilesje 1c,0998022158,Maksimir,pon-sub 6:30-20.00,45.824554759035045,16.013712640789787,42,kiseline
7,RD PRILESJE,Prilesje 1c,0998022158,Maksimir,pon-sub 6:30-20.00,45.824554759035045,16.013712640789787,43,lužine
8,RD KLARA,Sisačka cesta br. 10,0992633091,Novi Zagreb - zapad,pon-sub 6:30-20.00;ned 8:00-16:00,45.7541394572736,15.956226175817887,44,papir
8,RD KLARA,Sisačka cesta br. 10,0992633091,Novi Zagreb - zapad,pon-sub 6:30-20.00;ned 8:00-16:00,45.7541394572736,15.956226175817887,45,papir
8,RD KLARA,Sisačka cesta br. 10,0992633091,Novi Zagreb - zapad,pon-sub 6:30-20.00;ned 8:00-16:00,45.7541394572736,15.956226175817887,46,ravno staklo
8,RD KLARA,Sisačka cesta br. 10,0992633091,Novi Zagreb - zapad,pon-sub 6:30-20.00;ned 8:00-16:00,45.7541394572736,15.956226175817887,47,ravno staklo
8,RD KLARA,Sisačka cesta br. 10,0992633091,Novi Zagreb - zapad,pon-sub 6:30-20.00;ned 8:00-16:00,45.7541394572736,15.956226175817887,48,glomazni otpad
8,RD KLARA,Sisačka cesta br. 10,0992633091,Novi Zagreb - zapad,pon-sub 6:30-20.00;ned 8:00-16:00,45.7541394572736,15.956226175817887,49,elektronički otpad
8,RD KLARA,Sisačka cesta br. 10,0992633091,Novi Zagreb - zapad,pon-sub 6:30-20.00;ned 8:00-16:00,45.7541394572736,15.956226175817887,50,otpadna motorna i jestiva ulja
9,RD KAJZERICA,Žarka Dolinara br.5,0998022159,Novi Zagreb - zapad,pon-sub 6:30-20.00,45.7804750245322,15.964410396725041,51,drveni otpad
9,RD KAJZERICA,Žarka Dolinara br.5,0998022159,Novi Zagreb - zapad,pon-sub 6:30-20.00,45.7804750245322,15.964410396725041,52,drveni otpad
9,RD KAJZERICA,Žarka Dolinara br.5,0998022159,Novi Zagreb - zapad,pon-sub 6:30-20.00,45.7804750245322,15.964410396725041,53,papir
9,RD KAJZERICA,Žarka Dolinara br.5,0998022159,Novi Zagreb - zapad,pon-sub 6:30-20.00,45.7804750245322,15.964410396725041,54,papir
9,RD KAJZERICA,Žarka Dolinara br.5,0998022159,Novi Zagreb - zapad,pon-sub 6:30-20.00,45.7804750245322,15.964410396725041,55,karton
9,RD KAJZERICA,Žarka Dolinara br.5,0998022159,Novi Zagreb - zapad,pon-sub 6:30-20.00,45.7804750245322,15.964410396725041,56,karton
10,RD JAKUŠEVEC,,Sajmišna cesta bb,098272762,Novi Zagreb - istok,pon-sub 6:30-20.00,45.76846811168185,16.024057404239304,57,plastika
10,RD JAKUŠEVEC,,Sajmišna cesta bb,098272762,Novi Zagreb - istok,pon-sub 6:30-20.00,45.76846811168185,16.024057404239304,58,plastika
10,RD JAKUŠEVEC,,Sajmišna cesta bb,098272762,Novi Zagreb - istok,pon-sub 6:30-20.00,45.76846811168185,16.024057404239304,59,PET - boce
10,RD JAKUŠEVEC,,Sajmišna cesta bb,098272762,Novi Zagreb - istok,pon-sub 6:30-20.00,45.76846811168185,16.024057404239304,60,PET - boce
